Time,signal1,signal2,signal3
58.2,0.996759,-0.0804489,29.1
58.22,0.994951,-0.100367,29.11
58.24,0.992744,-0.120244,29.12
58.26,0.990141,-0.140074,29.13
58.28,0.987142,-0.159847,29.14
58.3,0.983748,-0.179557,29.15
58.32,0.97996,-0.199195,29.16
58.34,0.97578,-0.218753,29.17
58.36,0.97121,-0.238223,29.18
58.38,0.966252,-0.257598,29.19
58.4,0.960907,-0.276871,29.2
58.42,0.955178,-0.296032,29.21
58.44,0.949067,-0.315075,29.22
58.46,0.942576,-0.333992,29.23
58.48,0.935708,-0.352776,29.24
58.5,0.928466,-0.371418,29.25
58.52,0.920852,-0.389912,29.26
58.54,0.91287,-0.40825,29.27
58.56,0.904523,-0.426424,29.28
58.58,0.895814,-0.444428,29.29
58.6,0.886747,-0.462254,29.3
58.62,0.877326,-0.479896,29.31
58.64,0.867553,-0.497345,29.32
58.66,0.857433,-0.514596,29.33
58.68,0.84697,-0.53164,29.34
58.7,0.836169,-0.548472,29.35
58.72,0.825033,-0.565085,29.36
58.74,0.813567,-0.581471,29.37
58.76,0.801776,-0.597625,29.38
58.78,0.789664,-0.61354,29.39
58.8,0.777236,-0.62921,29.4
58.82,0.764497,-0.644627,29.41
58.84,0.751452,-0.659787,29.42
58.86,0.738107,-0.674684,29.43
58.88,0.724467,-0.68931,29.44
58.9,0.710537,-0.70366,29.45
58.92,0.696322,-0.717729,29.46
58.94,0.681829,-0.731511,29.47
58.96,0.667064,-0.745001,29.48
58.98,0.652031,-0.758192,29.49
59,0.636738,-0.77108,29.5
59.02,0.62119,-0.78366,29.51
59.04,0.605394,-0.795926,29.52
59.06,0.589355,-0.807874,29.53
59.08,0.573081,-0.819499,29.54
59.1,0.556577,-0.830796,29.55
59.12,0.539851,-0.84176,29.56
59.14,0.522909,-0.852388,29.57
59.16,0.505758,-0.862675,29.58
59.18,0.488405,-0.872617,29.59
59.2,0.470856,-0.88221,29.6
59.22,0.453118,-0.89145,29.61
59.24,0.4352,-0.900334,29.62
59.26,0.417107,-0.908857,29.63
59.28,0.398848,-0.917017,29.64
59.3,0.380429,-0.92481,29.65
59.32,0.361858,-0.932233,29.66
59.34,0.343142,-0.939283,29.67
59.36,0.324289,-0.945958,29.68
59.38,0.305307,-0.952254,29.69
59.4,0.286202,-0.958169,29.7
59.42,0.266982,-0.963701,29.71
59.44,0.247656,-0.968848,29.72
59.46,0.228231,-0.973607,29.73
59.48,0.208715,-0.977977,29.74
59.5,0.189115,-0.981955,29.75
59.52,0.169439,-0.985541,29.76
59.54,0.149696,-0.988732,29.77
59.56,0.129892,-0.991528,29.78
59.58,0.110037,-0.993927,29.79
59.6,0.0901379,-0.995929,29.8
59.62,0.0702026,-0.997533,29.81
59.64,0.0502393,-0.998737,29.82
59.66,0.0302558,-0.999542,29.83
59.68,0.0102602,-0.999947,29.84
59.7,-0.00973943,-0.999953,29.85
59.72,-0.0297352,-0.999558,29.86
59.74,-0.0497191,-0.998763,29.87
59.76,-0.0696831,-0.997569,29.88
59.78,-0.0896192,-0.995976,29.89
59.8,-0.109519,-0.993985,29.9
59.82,-0.129376,-0.991596,29.91
59.84,-0.149181,-0.98881,29.92
59.86,-0.168926,-0.985629,29.93
59.88,-0.188603,-0.982053,29.94
59.9,-0.208205,-0.978085,29.95
59.92,-0.227724,-0.973726,29.96
59.94,-0.247152,-0.968977,29.97
59.96,-0.26648,-0.96384,29.98
59.98,-0.285703,-0.958318,29.99
60,-0.304811,-0.952413,30
60.02,-0.323797,-0.946127,30.01
60.04,-0.342653,-0.939462,30.02
60.06,-0.361373,-0.932421,30.03
60.08,-0.379948,-0.925008,30.04
60.1,-0.39837,-0.917225,30.05
60.12,-0.416634,-0.909074,30.06
60.14,-0.434731,-0.90056,30.07
60.16,-0.452654,-0.891686,30.08
60.18,-0.470396,-0.882455,30.09
60.2,-0.48795,-0.872872,30.1
60.22,-0.505309,-0.862939,30.11
60.24,-0.522465,-0.852661,30.12
60.26,-0.539413,-0.842041,30.13
60.28,-0.556145,-0.831086,30.14
60.3,-0.572654,-0.819797,30.15
60.32,-0.588934,-0.808181,30.16
60.34,-0.604979,-0.796241,30.17
60.36,-0.620782,-0.783983,30.18
60.38,-0.636336,-0.771412,30.19
60.4,-0.651636,-0.758532,30.2
60.42,-0.666676,-0.745348,30.21
60.44,-0.681448,-0.731866,30.22
60.46,-0.695948,-0.718092,30.23
60.48,-0.71017,-0.70403,30.24
60.5,-0.724108,-0.689687,30.25
60.52,-0.737756,-0.675068,30.26
60.54,-0.751109,-0.660179,30.27
60.56,-0.764161,-0.645026,30.28
60.58,-0.776908,-0.629614,30.29
60.6,-0.789344,-0.613951,30.3
60.62,-0.801464,-0.598043,30.31
60.64,-0.813264,-0.581895,30.32
60.66,-0.824738,-0.565514,30.33
60.68,-0.835883,-0.548908,30.34
60.7,-0.846693,-0.532081,30.35
60.72,-0.857165,-0.515042,30.36
60.74,-0.867294,-0.497797,30.37
60.76,-0.877075,-0.480353,30.38
60.78,-0.886506,-0.462716,30.39
60.8,-0.895583,-0.444895,30.4
60.82,-0.904301,-0.426895,30.41
60.84,-0.912658,-0.408725,30.42
60.86,-0.920649,-0.390391,30.43
60.88,-0.928272,-0.371902,30.44
60.9,-0.935524,-0.353263,30.45
60.92,-0.942402,-0.334483,30.46
60.94,-0.948902,-0.315569,30.47
60.96,-0.955024,-0.29653,30.48
60.98,-0.960763,-0.277371,30.49
61,-0.966118,-0.258102,30.5
61.02,-0.971086,-0.238729,30.51
61.04,-0.975666,-0.219261,30.52
61.06,-0.979856,-0.199705,30.53
61.08,-0.983654,-0.180069,30.54
61.1,-0.987058,-0.160361,30.55
61.12,-0.990068,-0.140589,30.56
61.14,-0.992682,-0.120761,30.57
61.16,-0.994898,-0.100885,30.58
61.18,-0.996717,-0.080968,30.59
61.2,-0.998137,-0.0610188,30.6
61.22,-0.999157,-0.0410452,30.61
61.24,-0.999778,-0.0210552,30.62
61.26,-0.999999,-0.00105674,30.63
61.28,-0.999821,0.0189421,30.64
61.3,-0.999242,0.0389334,30.65
61.32,-0.998263,0.0589091,30.66
61.34,-0.996886,0.0788613,30.67
61.36,-0.995109,0.0987819,30.68
61.38,-0.992935,0.118663,30.69
61.4,-0.990363,0.138497,30.7
61.42,-0.987395,0.158275,30.71
61.44,-0.984032,0.17799,30.72
61.46,-0.980276,0.197634,30.73
61.48,-0.976128,0.217198,30.74
61.5,-0.971589,0.236676,30.75
61.52,-0.966661,0.256059,30.76
61.54,-0.961347,0.27534,30.77
61.56,-0.955648,0.29451,30.78
61.58,-0.949567,0.313563,30.79
61.6,-0.943107,0.332491,30.8
61.62,-0.936269,0.351285,30.81
61.64,-0.929056,0.369939,30.82
61.66,-0.921472,0.388445,30.83
61.68,-0.913519,0.406795,30.84
61.7,-0.905201,0.424983,30.85
61.72,-0.896521,0.443001,30.86
61.74,-0.887482,0.460842,30.87
61.76,-0.878089,0.478498,30.88
61.78,-0.868344,0.495963,30.89
61.8,-0.858252,0.513229,30.9
61.82,-0.847816,0.530291,30.91
61.84,-0.837041,0.54714,30.92
61.86,-0.825932,0.56377,30.93
61.88,-0.814492,0.580175,30.94
61.9,-0.802726,0.596347,30.95
61.92,-0.79064,0.612282,30.96
61.94,-0.778237,0.627971,30.97
61.96,-0.765523,0.643409,30.98
61.98,-0.752502,0.65859,30.99
62,-0.739181,0.673507,31
62.02,-0.725564,0.688155,31.01
62.04,-0.711656,0.702528,31.02
62.06,-0.697464,0.716619,31.03
62.08,-0.682993,0.730424,31.04
62.1,-0.668249,0.743937,31.05
62.12,-0.653238,0.757153,31.06
62.14,-0.637965,0.770065,31.07
62.16,-0.622437,0.78267,31.08
62.18,-0.606661,0.794961,31.09
62.2,-0.590641,0.806934,31.1
62.22,-0.574385,0.818585,31.11
62.24,-0.5579,0.829908,31.12
62.26,-0.541191,0.8409,31.13
62.28,-0.524266,0.851554,31.14
62.3,-0.507131,0.861869,31.15
62.32,-0.489794,0.871838,31.16
62.34,-0.47226,0.881459,31.17
62.36,-0.454538,0.890728,31.18
62.38,-0.436633,0.89964,31.19
62.4,-0.418554,0.908192,31.2
62.42,-0.400308,0.916381,31.21
62.44,-0.381902,0.924203,31.22
62.46,-0.363342,0.931656,31.23
62.48,-0.344638,0.938736,31.24
62.5,-0.325796,0.94544,31.25
62.52,-0.306823,0.951767,31.26
62.54,-0.287727,0.957712,31.27
62.56,-0.268517,0.963275,31.28
62.58,-0.249199,0.968452,31.29
62.6,-0.229781,0.973242,31.3
62.62,-0.210272,0.977643,31.31
62.64,-0.190678,0.981653,31.32
62.66,-0.171008,0.98527,31.33
62.68,-0.15127,0.988492,31.34
62.7,-0.131471,0.99132,31.35
62.72,-0.11162,0.993751,31.36
62.74,-0.091724,0.995784,31.37
62.76,-0.0717913,0.99742,31.38
62.78,-0.0518298,0.998656,31.39
62.8,-0.0318477,0.999493,31.4
62.82,-0.0118528,0.99993,31.41
62.84,0.00814684,0.999967,31.42
62.86,0.0281432,0.999604,31.43
62.88,0.0481283,0.998841,31.44
62.9,0.0680942,0.997679,31.45
62.92,0.0880328,0.996118,31.46
62.94,0.107936,0.994158,31.47
62.96,0.127796,0.9918,31.48
62.98,0.147606,0.989046,31.49
63,0.167356,0.985897,31.5
63.02,0.187039,0.982353,31.51
63.04,0.206647,0.978416,31.52
63.06,0.226173,0.974087,31.53
63.08,0.245608,0.969369,31.54
63.1,0.264945,0.964264,31.55
63.12,0.284176,0.958772,31.56
63.14,0.303293,0.952897,31.57
63.16,0.322289,0.946641,31.58
63.18,0.341156,0.940007,31.59
63.2,0.359887,0.932996,31.6
63.22,0.378474,0.925612,31.61
63.24,0.396909,0.917858,31.62
63.26,0.415186,0.909737,31.63
63.28,0.433296,0.901252,31.64
63.3,0.451233,0.892406,31.65
63.32,0.46899,0.883203,31.66
63.34,0.486559,0.873648,31.67
63.36,0.503934,0.863742,31.68
63.38,0.521107,0.853492,31.69
63.4,0.538071,0.8429,31.7
63.42,0.55482,0.83197,31.71
63.44,0.571348,0.820708,31.72
63.46,0.587646,0.809118,31.73
63.48,0.60371,0.797204,31.74
63.5,0.619532,0.784971,31.75
63.52,0.635107,0.772424,31.76
63.54,0.650427,0.759568,31.77
63.56,0.665488,0.746409,31.78
63.58,0.680282,0.732951,31.79
63.6,0.694804,0.719199,31.8
63.62,0.709048,0.70516,31.81
63.64,0.723008,0.690839,31.82
63.66,0.73668,0.676242,31.83
63.68,0.750056,0.661374,31.84
63.7,0.763133,0.646242,31.85
63.72,0.775904,0.630851,31.86
63.74,0.788365,0.615208,31.87
63.76,0.800511,0.599318,31.88
63.78,0.812336,0.583189,31.89
63.8,0.823837,0.566827,31.9
63.82,0.835008,0.550238,31.91
63.84,0.845845,0.533429,31.92
63.86,0.856344,0.516407,31.93
63.88,0.8665,0.499178,31.94
63.9,0.876309,0.481749,31.95
63.92,0.885768,0.464128,31.96
63.94,0.894873,0.446321,31.97
63.96,0.90362,0.428335,31.98
63.98,0.912005,0.410178,31.99
64,0.920026,0.391857,32
64.02,0.927679,0.37338,32.01
64.04,0.93496,0.354753,32.02
64.06,0.941868,0.335984,32.03
64.08,0.948399,0.31708,32.04
64.1,0.95455,0.29805,32.05
64.12,0.96032,0.278901,32.06
64.14,0.965705,0.25964,32.07
64.16,0.970705,0.240275,32.08
64.18,0.975316,0.220814,32.09
64.2,0.979537,0.201265,32.1
64.22,0.983366,0.181636,32.11
64.24,0.986802,0.161933,32.12
64.26,0.989843,0.142166,32.13
64.28,0.992488,0.122342,32.14
64.3,0.994736,0.102469,32.15
64.32,0.996586,0.0825553,32.16
64.34,0.998038,0.0626084,32.17
64.36,0.999091,0.0426365,32.18
64.38,0.999744,0.0226475,32.19
64.4,0.999996,0.0026494,32.2
64.42,0.999849,-0.0173497,32.21
64.44,0.999303,-0.0373419,32.22
64.46,0.998356,-0.0573192,32.23
64.48,0.99701,-0.0772735,32.24
64.5,0.995265,-0.0971969,32.25
64.52,0.993122,-0.117081,32.26
64.54,0.990582,-0.136919,32.27
64.56,0.987646,-0.156702,32.28
64.58,0.984315,-0.176422,32.29
64.6,0.980589,-0.196072,32.3
64.62,0.976472,-0.215643,32.31
64.64,0.971964,-0.235128,32.32
64.66,0.967068,-0.254519,32.33
64.68,0.961784,-0.273808,32.34
64.7,0.956116,-0.292988,32.35
64.72,0.950065,-0.312051,32.36
64.74,0.943635,-0.330988,32.37
64.76,0.936827,-0.349793,32.38
64.78,0.929644,-0.368459,32.39
64.8,0.922089,-0.386977,32.4
64.82,0.914166,-0.40534,32.41
64.84,0.905877,-0.423541,32.42
64.86,0.897226,-0.441573,32.43
64.88,0.888215,-0.459428,32.44
64.9,0.87885,-0.477099,32.45
64.92,0.869133,-0.494579,32.46
64.94,0.859068,-0.511862,32.47
64.96,0.848659,-0.52894,32.48
64.98,0.837912,-0.545806,32.49
65,0.826829,-0.562454,32.5
65.02,0.815415,-0.578877,32.51
65.04,0.803675,-0.595068,32.52
65.06,0.791614,-0.611022,32.53
65.08,0.779236,-0.626731,32.54
65.1,0.766546,-0.642189,32.55
65.12,0.75355,-0.657391,32.56
65.14,0.740252,-0.672329,32.57
65.16,0.726659,-0.686999,32.58
65.18,0.712774,-0.701393,32.59
65.2,0.698605,-0.715508,32.6
65.22,0.684156,-0.729336,32.61
65.24,0.669433,-0.742872,32.62
65.26,0.654443,-0.756111,32.63
65.28,0.639191,-0.769048,32.64
65.3,0.623683,-0.781677,32.65
65.32,0.607926,-0.793994,32.66
65.34,0.591925,-0.805993,32.67
65.36,0.575688,-0.817669,32.68
65.38,0.559221,-0.829019,32.69
65.4,0.54253,-0.840037,32.7
65.42,0.525622,-0.850718,32.71
65.44,0.508503,-0.86106,32.72
65.46,0.491182,-0.871057,32.73
65.48,0.473663,-0.880706,32.74
65.5,0.455956,-0.890002,32.75
65.52,0.438066,-0.898943,32.76
65.54,0.42,-0.907524,32.77
65.56,0.401767,-0.915742,32.78
65.58,0.383373,-0.923594,32.79
65.6,0.364826,-0.931076,32.8
65.62,0.346133,-0.938186,32.81
65.64,0.327301,-0.94492,32.82
65.66,0.308338,-0.951277,32.83
65.68,0.289252,-0.957253,32.84
65.7,0.270051,-0.962846,32.85
65.72,0.250741,-0.968054,32.86
65.74,0.231331,-0.972875,32.87
65.76,0.211829,-0.977307,32.88
65.78,0.192241,-0.981348,32.89
65.8,0.172577,-0.984996,32.9
65.82,0.152844,-0.98825,32.91
65.84,0.13305,-0.991109,32.92
65.86,0.113203,-0.993572,32.93
65.88,0.0933098,-0.995637,32.94
65.9,0.0733797,-0.997304,32.95
65.92,0.0534203,-0.998572,32.96
65.94,0.0334395,-0.999441,32.97
65.96,0.0134453,-0.99991,32.98
65.98,-0.00655423,-0.999979,32.99
66,-0.0265512,-0.999647,33
66.02,-0.0465375,-0.998917,33.01
66.04,-0.0665052,-0.997786,33.02
66.06,-0.0864462,-0.996257,33.03
66.08,-0.106353,-0.994328,33.04
66.1,-0.126217,-0.992003,33.05
66.12,-0.14603,-0.98928,33.06
66.14,-0.165785,-0.986162,33.07
66.16,-0.185474,-0.982649,33.08
66.18,-0.205089,-0.978743,33.09
66.2,-0.224621,-0.974446,33.1
66.22,-0.244064,-0.969759,33.11
66.24,-0.263409,-0.964684,33.12
66.26,-0.282649,-0.959223,33.13
66.28,-0.301775,-0.953379,33.14
66.3,-0.320781,-0.947153,33.15
66.32,-0.339659,-0.940549,33.16
66.34,-0.358401,-0.933568,33.17
66.36,-0.376999,-0.926214,33.18
66.38,-0.395447,-0.918489,33.19
66.4,-0.413736,-0.910397,33.2
66.42,-0.43186,-0.901941,33.21
66.44,-0.449812,-0.893124,33.22
66.46,-0.467583,-0.883949,33.23
66.48,-0.485167,-0.874421,33.24
66.5,-0.502557,-0.864544,33.25
66.52,-0.519747,-0.85432,33.26
66.54,-0.536728,-0.843755,33.27
66.56,-0.553495,-0.832853,33.28
66.58,-0.57004,-0.821617,33.29
66.6,-0.586357,-0.810053,33.3
66.62,-0.60244,-0.798164,33.31
66.64,-0.618281,-0.785957,33.32
66.66,-0.633876,-0.773435,33.33
66.68,-0.649217,-0.760603,33.34
66.7,-0.664298,-0.747468,33.35
66.72,-0.679114,-0.734033,33.36
66.74,-0.693657,-0.720305,33.37
66.76,-0.707924,-0.706289,33.38
66.78,-0.721907,-0.69199,33.39
66.8,-0.735602,-0.677414,33.4
66.82,-0.749002,-0.662568,33.41
66.84,-0.762103,-0.647456,33.42
66.86,-0.774898,-0.632086,33.43
66.88,-0.787384,-0.616463,33.44
66.9,-0.799555,-0.600593,33.45
66.92,-0.811406,-0.584482,33.46
66.94,-0.822933,-0.568138,33.47
66.96,-0.83413,-0.551567,33.48
66.98,-0.844994,-0.534776,33.49
67,-0.85552,-0.51777,33.5
67.02,-0.865704,-0.500557,33.51
67.04,-0.875541,-0.483144,33.52
67.06,-0.885028,-0.465538,33.53
67.08,-0.894161,-0.447745,33.54
67.1,-0.902937,-0.429774,33.55
67.12,-0.911351,-0.41163,33.56
67.14,-0.919401,-0.393322,33.57
67.16,-0.927083,-0.374857,33.58
67.18,-0.934394,-0.356241,33.59
67.2,-0.941332,-0.337483,33.6
67.22,-0.947892,-0.31859,33.61
67.24,-0.954074,-0.29957,33.62
67.26,-0.959874,-0.28043,33.63
67.28,-0.965291,-0.261178,33.64
67.3,-0.970321,-0.241821,33.65
67.32,-0.974963,-0.222367,33.66
67.34,-0.979215,-0.202825,33.67
67.36,-0.983075,-0.183201,33.68
67.38,-0.986543,-0.163505,33.69
67.4,-0.989615,-0.143742,33.7
67.42,-0.992292,-0.123923,33.71
67.44,-0.994572,-0.104053,33.72
67.46,-0.996454,-0.0841424,33.73
67.48,-0.997937,-0.0641979,33.74
67.5,-0.999021,-0.0442276,33.75
67.52,-0.999706,-0.0242397,33.76
67.54,-0.999991,-0.00424204,33.77
67.56,-0.999876,0.0157573,33.78
67.58,-0.999361,0.0357503,33.79
67.6,-0.998446,0.0557291,33.8
67.62,-0.997132,0.0756855,33.81
67.64,-0.995419,0.0956117,33.82
67.66,-0.993308,0.1155,33.83
67.68,-0.990799,0.135341,33.84
67.7,-0.987894,0.155129,33.85
67.72,-0.984594,0.174854,33.86
67.74,-0.980901,0.19451,33.87
67.76,-0.976814,0.214088,33.88
67.78,-0.972338,0.23358,33.89
67.8,-0.967472,0.252979,33.9
67.82,-0.962219,0.272276,33.91
67.84,-0.956582,0.291465,33.92
67.86,-0.950561,0.310537,33.93
67.88,-0.944161,0.329485,33.94
67.9,-0.937383,0.348301,33.95
67.92,-0.93023,0.366978,33.96
67.94,-0.922705,0.385508,33.97
67.96,-0.91481,0.403883,33.98
67.98,-0.90655,0.422098,33.99
68,-0.897928,0.440143,34
68.02,-0.888946,0.458012,34.01
68.04,-0.879608,0.475698,34.02
68.06,-0.869919,0.493194,34.03
68.08,-0.859882,0.510493,34.04
68.1,-0.849501,0.527587,34.05
68.12,-0.83878,0.544471,34.06
68.14,-0.827723,0.561136,34.07
68.16,-0.816336,0.577577,34.08
68.18,-0.804622,0.593788,34.09
68.2,-0.792586,0.60976,34.1
68.22,-0.780233,0.625489,34.11
68.24,-0.767568,0.640967,34.12
68.26,-0.754596,0.65619,34.13
68.28,-0.741322,0.671149,34.14
68.3,-0.727752,0.68584,34.15
68.32,-0.71389,0.700257,34.16
68.34,-0.699743,0.714394,34.17
68.36,-0.685317,0.728245,34.18
68.38,-0.670616,0.741805,34.19
68.4,-0.655646,0.755068,34.2
68.42,-0.640415,0.768029,34.21
68.44,-0.624927,0.780683,34.22
68.46,-0.60919,0.793025,34.23
68.48,-0.593208,0.805049,34.24
68.5,-0.57699,0.816751,34.25
68.52,-0.560541,0.828127,34.26
68.54,-0.543867,0.839171,34.27
68.56,-0.526976,0.84988,34.28
68.58,-0.509874,0.860249,34.29
68.6,-0.492568,0.870274,34.3
68.62,-0.475065,0.87995,34.31
68.64,-0.457373,0.889275,34.32
68.66,-0.439497,0.898244,34.33
68.68,-0.421445,0.906854,34.34
68.7,-0.403225,0.915101,34.35
68.72,-0.384844,0.922982,34.36
68.74,-0.366308,0.930494,34.37
68.76,-0.347626,0.937633,34.38
68.78,-0.328805,0.944398,34.39
68.8,-0.309853,0.950784,34.4
68.82,-0.290777,0.956791,34.41
68.84,-0.271584,0.962415,34.42
68.86,-0.252283,0.967654,34.43
68.88,-0.23288,0.972505,34.44
68.9,-0.213385,0.976968,34.45
68.92,-0.193804,0.98104,34.46
68.94,-0.174146,0.98472,34.47
68.96,-0.154418,0.988006,34.48
68.98,-0.134628,0.990896,34.49
69,-0.114785,0.99339,34.5
69.02,-0.0948954,0.995487,34.51
69.04,-0.074968,0.997186,34.52
69.06,-0.0550106,0.998486,34.53
69.08,-0.0350312,0.999386,34.54
69.1,-0.0150378,0.999887,34.55
69.12,0.0049616,0.999988,34.56
69.14,0.024959,0.999688,34.57
69.16,0.0449465,0.998989,34.58
69.18,0.0649159,0.997891,34.59
69.2,0.0848594,0.996393,34.6
69.22,0.104769,0.994497,34.61
69.24,0.124637,0.992202,34.62
69.26,0.144454,0.989511,34.63
69.28,0.164214,0.986425,34.64
69.3,0.183909,0.982943,34.65
69.32,0.20353,0.979069,34.66
69.34,0.223069,0.974803,34.67
69.36,0.242519,0.970147,34.68
69.38,0.261872,0.965103,34.69
69.4,0.281121,0.959672,34.7
69.42,0.300257,0.953858,34.71
69.44,0.319272,0.947663,34.72
69.46,0.338161,0.941088,34.73
69.48,0.356913,0.934137,34.74
69.5,0.375524,0.926813,34.75
69.52,0.393983,0.919118,34.76
69.54,0.412286,0.911055,34.77
69.56,0.430423,0.902627,34.78
69.58,0.448388,0.893839,34.79
69.6,0.466174,0.884693,34.8
69.62,0.483774,0.875193,34.81
69.64,0.50118,0.865343,34.82
69.66,0.518385,0.855147,34.83
69.68,0.535383,0.844609,34.84
69.7,0.552167,0.833733,34.85
69.72,0.568731,0.822524,34.86
69.74,0.585066,0.810986,34.87
69.76,0.601168,0.799123,34.88
69.78,0.617029,0.78694,34.89
69.8,0.632643,0.774443,34.9
69.82,0.648005,0.761636,34.91
69.84,0.663107,0.748525,34.92
69.86,0.677944,0.735114,34.93
69.88,0.692509,0.721409,34.94
69.9,0.706798,0.707415,34.95
69.92,0.720804,0.693139,34.96
69.94,0.734522,0.678585,34.97
69.96,0.747946,0.66376,34.98
69.98,0.76107,0.648669,34.99
70,0.773891,0.633319,35
70.02,0.786401,0.617716,35.01
70.04,0.798598,0.601865,35.02
70.06,0.810474,0.585774,35.03
70.08,0.822027,0.569448,35.04
70.1,0.833251,0.552895,35.05
70.12,0.844141,0.536121,35.06
70.14,0.854694,0.519132,35.07
70.16,0.864905,0.501935,35.08
70.18,0.87477,0.484538,35.09
70.2,0.884285,0.466947,35.1
70.22,0.893447,0.449169,35.11
70.24,0.902251,0.431211,35.12
70.26,0.910694,0.413081,35.13
70.28,0.918773,0.394786,35.14
70.3,0.926485,0.376333,35.15
70.32,0.933825,0.357729,35.16
70.34,0.940793,0.338982,35.17
70.36,0.947384,0.3201,35.18
70.38,0.953596,0.301089,35.19
70.4,0.959427,0.281958,35.2
70.42,0.964874,0.262715,35.21
70.44,0.969935,0.243366,35.22
70.46,0.974608,0.22392,35.23
70.48,0.978891,0.204384,35.24
70.5,0.982782,0.184767,35.25
70.52,0.986281,0.165076,35.26
70.54,0.989385,0.145318,35.27
70.56,0.992093,0.125503,35.28
70.58,0.994405,0.105637,35.29
70.6,0.996318,0.0857293,35.3
70.62,0.997834,0.0657872,35.31
70.64,0.99895,0.0458187,35.32
70.66,0.999666,0.0258318,35.33
70.68,0.999983,0.00583467,35.34
70.7,0.9999,-0.0141648,35.35
70.72,0.999416,-0.0341586,35.36
70.74,0.998533,-0.0541388,35.37
70.76,0.997251,-0.0740973,35.38
70.78,0.99557,-0.0940262,35.39
70.8,0.99349,-0.113917,35.4
70.82,0.991013,-0.133763,35.41
70.84,0.98814,-0.153555,35.42
70.86,0.984872,-0.173286,35.43
70.88,0.981209,-0.192948,35.44
70.9,0.977154,-0.212532,35.45
70.92,0.972708,-0.232031,35.46
70.94,0.967874,-0.251438,35.47
70.96,0.962652,-0.270744,35.48
70.98,0.957044,-0.289941,35.49
71,0.951055,-0.309023,35.5
71.02,0.944684,-0.327981,35.51
71.04,0.937936,-0.346808,35.52
71.06,0.930813,-0.365496,35.53
71.08,0.923317,-0.384038,35.54
71.1,0.915453,-0.402426,35.55
71.12,0.907221,-0.420653,35.56
71.14,0.898628,-0.438712,35.57
71.16,0.889674,-0.456596,35.58
71.18,0.880365,-0.474297,35.59
71.2,0.870704,-0.491808,35.6
71.22,0.860694,-0.509123,35.61
71.24,0.85034,-0.526234,35.62
71.26,0.839646,-0.543134,35.63
71.28,0.828616,-0.559817,35.64
71.3,0.817255,-0.576277,35.65
71.32,0.805567,-0.592505,35.66
71.34,0.793556,-0.608497,35.67
71.36,0.781228,-0.624245,35.68
71.38,0.768588,-0.639744,35.69
71.4,0.75564,-0.654987,35.7
71.42,0.74239,-0.669968,35.71
71.44,0.728843,-0.684681,35.72
71.46,0.715005,-0.69912,35.73
71.48,0.70088,-0.713279,35.74
71.5,0.686476,-0.727153,35.75
71.52,0.671796,-0.740736,35.76
71.54,0.656848,-0.754023,35.77
71.56,0.641637,-0.767008,35.78
71.58,0.62617,-0.779687,35.79
71.6,0.610452,-0.792053,35.8
71.62,0.59449,-0.804103,35.81
71.64,0.57829,-0.815831,35.82
71.66,0.561859,-0.827233,35.83
71.68,0.545203,-0.838304,35.84
71.7,0.528329,-0.84904,35.85
71.72,0.511243,-0.859436,35.86
71.74,0.493954,-0.869488,35.87
71.76,0.476466,-0.879193,35.88
71.78,0.458788,-0.888546,35.89
71.8,0.440927,-0.897543,35.9
71.82,0.422889,-0.906182,35.91
71.84,0.404682,-0.914457,35.92
71.86,0.386313,-0.922368,35.93
71.88,0.36779,-0.929909,35.94
71.9,0.349119,-0.937078,35.95
71.92,0.330309,-0.943873,35.96
71.94,0.311367,-0.95029,35.97
71.96,0.2923,-0.956327,35.98
71.98,0.273116,-0.961981,35.99
72,0.253823,-0.967251,36
72.02,0.234429,-0.972133,36.01
72.04,0.214941,-0.976627,36.02
72.06,0.195366,-0.98073,36.03
72.08,0.175714,-0.984441,36.04
72.1,0.155991,-0.987758,36.05
72.12,0.136206,-0.99068,36.06
72.14,0.116367,-0.993206,36.07
72.16,0.0964807,-0.995335,36.08
72.18,0.0765561,-0.997065,36.09
72.2,0.0566008,-0.998397,36.1
72.22,0.0366228,-0.999329,36.11
72.24,0.0166303,-0.999862,36.12
72.26,-0.00336896,-0.999994,36.13
72.28,-0.0233668,-0.999727,36.14
72.3,-0.0433554,-0.99906,36.15
72.32,-0.0633266,-0.997993,36.16
72.34,-0.0832724,-0.996527,36.17
72.36,-0.103185,-0.994662,36.18
72.38,-0.123056,-0.9924,36.19
72.4,-0.142878,-0.98974,36.2
72.42,-0.162643,-0.986685,36.21
72.44,-0.182343,-0.983235,36.22
72.46,-0.20197,-0.979392,36.23
72.48,-0.221516,-0.975157,36.24
72.5,-0.240974,-0.970532,36.25
72.52,-0.260335,-0.965518,36.26
72.54,-0.279592,-0.960119,36.27
72.56,-0.298737,-0.954335,36.28
72.58,-0.317763,-0.94817,36.29
72.6,-0.336661,-0.941626,36.3
72.62,-0.355425,-0.934705,36.31
72.64,-0.374047,-0.92741,36.32
72.66,-0.392519,-0.919744,36.33
72.68,-0.410834,-0.91171,36.34
72.7,-0.428985,-0.903312,36.35
72.72,-0.446964,-0.894552,36.36
72.74,-0.464765,-0.885434,36.37
72.76,-0.482379,-0.875962,36.38
72.78,-0.499801,-0.86614,36.39
72.8,-0.517023,-0.855972,36.4
72.82,-0.534038,-0.845461,36.41
